"assists","faceoffWinPctg","gameWinningGoals","gamesPlayed","goals","otGoals","penaltyMinutes","playerBirthCountry","playerBirthYear","playerDraftRoundNo","playerHeight","Player","playerPositionCode","playerShootsCatches","playerWeight","plusMinus","points","pointsPerGame","ppGoals","ppPoints","shGoals","shPoints","shiftsPerGame","shootingPctg","shots","timeOnIcePerGame","playerDrafted","Forward","LeftHand","blockedShots","giveaways","takeaways","hits","Tm","Salary","Cap.Hit"
6,0,0,80,1,0,41,"USA",1990,5,75,"Greg Pateryn","D","R",223,-11,7,0.0875,0,0,0,0,20.9375,0.01,100,1027.2375,1,0,0,118,17,14,144,"MIN",1.75,2250000
14,0.553,2,69,11,0,6,"USA",1994,4,73,"Andrew Copp","C","L",206,20,25,0.3623,0,0,1,1,17.6086,0.1341,82,729.6231,1,1,1,34,27,22,71,"WPG",1.1,1e+06
10,0.4444,0,61,7,0,20,"CAN",1987,5,72,"Darren Helm","L","L",196,-11,17,0.2786,0,0,1,4,20.7213,0.0654,107,874.459,1,1,1,26,30,33,50,"DET",3.75,3850000
10,0.3545,0,59,5,0,15,"CAN",1989,4,72,"Colton Sceviour","C","R",192,-2,15,0.2542,0,1,0,0,17.8813,0.0431,116,737.7118,1,1,0,58,24,18,89,"FLA",1.2,1200000
5,0,0,38,1,0,13,"USA",1992,NA,73,"Casey Nelson","D","R",185,1,6,0.1578,0,0,0,0,19.7894,0.027,37,924.5526,0,0,0,36,19,5,44,"BUF",0.8,812500
4,0.4934,1,41,6,0,15,"USA",1993,NA,74,"Kevin Rooney","C","L",190,-4,10,0.2439,0,0,1,1,18,0.1538,39,756.7804,0,1,1,22,9,15,77,"NJD",0.7,7e+05
4,0,0,40,0,0,33,"CAN",1989,1,72,"Thomas Hickey","D","L",183,5,4,0.1,0,0,0,1,25.275,0,47,1110.3,1,0,1,71,27,9,40,"NYI",2.5,2500000
8,0.4808,2,74,4,0,30,"SWE",1990,5,72,"Marcus Kruger","C","L",186,-2,12,0.1621,0,0,0,1,16.6351,0.054,74,624.9054,1,1,1,34,11,17,51,"CHI",2.07,2775000
15,0,0,79,4,0,68,"USA",1992,2,77,"Scott Mayfield","D","R",223,18,19,0.2405,0,0,1,1,23.8987,0.0384,104,1124.0632,1,0,0,159,72,10,118,"NYI",1.1,1450000
11,0.3421,0,64,8,0,20,"USA",1988,NA,68,"Brian Gibbons","L","L",175,-5,19,0.2968,0,0,0,0,16.2031,0.16,50,655.0781,0,1,1,29,23,26,40,"OTT",1,1e+06
14,0,0,78,2,0,35,"USA",1987,7,74,"Justin Braun","D","R",205,-14,16,0.2051,0,1,0,0,25.0897,0.019,105,1218.3974,1,0,0,120,51,34,121,"SJS",3.8,3800000
4,0,0,37,2,0,9,"SWE",1992,5,73,"Fredrik Claesson","D","L",196,3,6,0.1621,0,0,0,1,22.6216,0.0454,44,1034.8918,1,0,1,33,31,9,76,"NYR",0.7,7e+05
13,0.5,2,71,7,0,14,"USA",1976,2,73,"Matt Cullen","C","L",202,6,20,0.2816,0,0,2,4,18.4084,0.0804,87,690.5774,1,1,1,31,19,24,32,"PIT",0.65,650000
2,0.4942,0,47,4,0,10,"CZE",1993,6,72,"Lukas Sedlak","C","L",205,-5,6,0.1276,0,0,0,0,13.1914,0.093,43,539.9361,1,1,1,20,8,6,69,"CBJ",0.85,825000
4,0.5555,2,79,12,0,26,"SWE",1990,NA,72,"Melker Karlsson","C","R",180,-1,16,0.2025,0,0,0,0,17.7848,0.1518,79,689.9746,0,1,0,39,19,30,67,"SJS",2,2e+06
11,0,3,57,6,0,31,"CAN",1994,4,74,"Brett Kulak","D","L",187,12,17,0.2982,0,0,1,1,22.3684,0.0588,102,1070.5789,1,0,1,64,43,15,107,"MTL",0.9,9e+05
19,0,3,71,6,0,60,"CZE",1990,NA,72,"Michal Kempny","D","L",194,24,25,0.3521,0,0,0,0,21.9718,0.054,111,1151.2112,0,0,1,135,47,21,84,"WSH",3.3,2500000
4,0,0,41,0,0,13,"RUS",1994,NA,74,"Ilya Lyubushkin","D","R",201,-9,4,0.0975,0,0,0,0,18.7317,0,27,824.3658,0,0,0,61,22,6,150,"ARI",0.925,925000
15,0.4365,0,60,3,0,43,"CAN",1994,3,76,"Jujhar Khaira","L","L",212,-12,18,0.3,0,0,1,2,17.8833,0.0468,64,754.0166,1,1,1,33,26,22,123,"EDM",0.7,675000
13,0.5386,3,71,8,1,38,"USA",1993,5,74,"Sean Kuraly","C","L",213,6,21,0.2957,0,0,0,0,18.3661,0.0597,134,826.4507,1,1,1,35,32,34,129,"BOS",1.3,1275000
16,0,0,77,4,0,63,"CZE",1990,3,72,"Radko Gudas","D","R",204,6,20,0.2597,0,0,0,0,23.1688,0.0294,136,1072.5194,1,0,0,133,59,23,255,"PHI",3.4,3350000
6,0,0,43,3,0,30,"SWE",1996,5,72,"Gustav Forsling","D","L",186,-9,9,0.2093,0,0,0,0,23.1162,0.0526,57,1025,1,0,1,38,23,15,38,"CHI",0.925,872500
22,0.5,1,65,9,0,118,"FRA",1989,NA,71,"Antoine Roussel","L","L",199,5,31,0.4769,0,0,0,0,21.5692,0.1071,84,825.5384,0,1,1,50,20,20,87,"VAN",3.8,3e+06
4,0,1,50,3,0,42,"CAN",1986,2,76,"Adam McQuaid","D","R",210,2,7,0.14,0,0,0,1,22.94,0.1071,28,946.64,1,0,0,88,19,11,122,"CBJ",2,2750000
13,0,1,74,1,0,20,"CAN",1991,1,73,"Calvin de Haan","D","L",195,1,14,0.1891,0,0,0,0,22.8918,0.0098,102,1110.6756,1,0,1,106,55,59,187,"CAR",4,4550000
9,0.3725,1,75,12,0,47,"CAN",1985,7,75,"Troy Brouwer","R","R",213,-6,21,0.28,0,0,1,1,18.4533,0.1395,86,761.3333,1,1,0,38,44,23,177,"FLA",0.85,850000
10,0.5372,3,82,7,0,76,"CAN",1993,NA,74,"Barclay Goodrow","R","L",215,4,17,0.2073,0,0,1,1,17.2073,0.0833,84,660.5365,0,1,1,68,17,35,125,"SJS",0.65,650000
19,0,0,74,4,0,34,"CAN",1985,1,77,"Braydon Coburn","D","L",223,4,23,0.3108,0,0,0,0,20.3243,0.0353,113,966.6081,1,0,1,62,22,17,96,"TBL",3.7,3700000
11,1,2,64,4,0,64,"CAN",1994,7,72,"MacKenzie Weegar","D","R",200,-3,15,0.2343,0,1,0,0,22.9843,0.0506,79,1017.9843,1,0,0,103,59,34,127,"FLA",0.9,9e+05
20,0,0,82,5,0,16,"USA",1982,NA,71,"Andy Greene","D","L",190,-9,25,0.3048,0,2,0,4,24.7195,0.048,104,1250.0243,0,0,1,208,45,40,67,"NJD",5,5e+06
18,0,1,80,7,1,38,"USA",1988,1,76,"Erik Johnson","D","R",225,8,25,0.3125,0,0,0,0,26.9625,0.0486,144,1308.875,1,0,0,143,41,31,124,"COL",6,6e+06
17,0.4842,1,66,6,0,14,"CAN",1998,1,75,"Brett Howden","C","L",195,-16,23,0.3484,0,2,0,0,20.0303,0.081,74,896.3181,1,1,1,47,37,28,64,"NYR",0.925,863333
5,0.2777,0,56,3,0,29,"USA",1990,NA,70,"J.T. Brown","R","R",166,0,8,0.1428,0,0,0,0,12.3571,0.0535,56,550.1785,0,1,0,16,9,16,99,"MIN",0.675,687500
13,0,0,71,2,0,115,"USA",1989,1,73,"Ian Cole","D","L",219,-1,15,0.2112,0,0,0,0,23.6901,0.0243,82,1185.3661,1,0,1,178,46,27,107,"COL",5,4250000
9,0.4504,1,78,3,0,19,"CAN",1989,1,73,"Riley Nash","C","R",190,-8,12,0.1538,0,0,0,0,14.8333,0.0379,79,650.3846,1,1,0,43,13,39,72,"CBJ",2.75,2750000
4,0.4333,0,43,2,0,75,"CAN",1986,NA,71,"Micheal Haley","C","L",205,-2,6,0.1395,0,0,0,0,12.4651,0.0588,34,485.4651,0,1,1,16,15,3,76,"SJS",0.85,825000
7,0.5,0,47,3,0,9,"USA",1990,NA,74,"Tim Schaller","C","L",204,-2,10,0.2127,0,0,0,0,16.1914,0.0681,44,639.7659,0,1,1,18,8,14,66,"VAN",1.9,1900000
20,0.4565,1,82,6,0,42,"EST",1987,6,71,"Leo Komarov","R","L",209,18,26,0.317,0,0,0,0,18.5,0.0769,78,833.4878,1,1,1,38,26,28,203,"NYI",4,3e+06
13,0,0,71,0,0,6,"CAN",1998,4,69,"Victor Mete","D","L",183,17,13,0.183,0,0,0,0,23.2394,0,65,1066.3802,1,0,1,95,57,10,21,"MTL",0.7425,748333
12,0.4642,0,82,7,0,55,"USA",1991,4,75,"Marcus Foligno","L","L",228,-1,19,0.2317,0,1,0,1,16.2926,0.0769,91,718.2073,1,1,1,43,13,31,206,"MIN",3,2875000
10,0.5,0,57,0,0,0,"RUS",1995,1,76,"Valeri Nichushkin","R","L",210,-4,10,0.1754,0,0,0,0,18.0175,0,65,715.0175,1,1,1,32,30,24,71,"DAL",2.7,2950000
5,0.35,1,63,12,0,108,"USA",1996,2,73,"Brendan Lemieux","L","L",215,6,17,0.2698,0,0,0,0,12.619,0.1791,67,542.8571,1,1,1,31,14,13,129,"NYR",0.8325,839167
6,0.35,1,55,2,0,10,"CAN",1990,5,70,"Gabriel Bourque","L","L",206,3,8,0.1454,0,0,0,1,13.7636,0.0588,34,584.2545,1,1,1,48,8,11,100,"COL",0.95,950000
9,0.4444,1,43,8,0,26,"USA",1994,NA,72,"Zach Aston-Reese","C","L",204,12,17,0.3953,0,0,1,1,20.3953,0.1052,76,819.3953,0,1,1,37,11,17,138,"PIT",0.925,925000
8,0.5708,0,61,6,0,36,"USA",1986,2,74,"Brandon Dubinsky","C","L",205,-16,14,0.2295,0,0,0,1,19.3114,0.0952,63,741.3278,1,1,1,28,7,16,147,"CBJ",5.85,5850000
2,0,0,61,2,0,17,"SWE",1991,NA,72,"Oscar Fantenberg","D","L",206,3,4,0.0655,0,0,0,0,21.2295,0.0285,70,960,0,0,1,74,38,12,91,"CGY",0.65,650000
23,0.4896,1,81,13,1,37,"DNK",1989,1,74,"Lars Eller","C","L",207,-1,36,0.4444,0,3,1,3,19.4567,0.0797,163,992.0617,1,1,1,47,63,59,69,"WSH",5,3500000
10,0.562,0,57,3,0,18,"CAN",1985,NA,75,"Jay Beagle","C","R",210,-8,13,0.228,0,0,1,1,21.7368,0.0666,45,819.2807,0,1,0,33,10,13,102,"VAN",4.4,3e+06
10,0.3243,1,68,12,0,15,"CAN",1992,6,70,"Josh Archibald","R","R",176,1,22,0.3235,0,0,0,1,20.5441,0.1304,92,814.0735,1,1,0,39,8,18,161,"ARI",0.7,675000
10,0.5232,2,82,9,0,17,"CAN",1991,1,75,"Riley Sheahan","C","L",214,-9,19,0.2317,0,0,1,2,19.8414,0.0818,110,807.6951,1,1,1,44,23,49,72,"FLA",2.1,2100000
6,0,0,37,2,0,6,"RUS",1993,2,74,"Dmitrij Jaskin","R","L",216,-5,8,0.2162,0,0,0,0,12.4864,0.0416,48,605.054,1,1,1,14,6,13,87,"WSH",1.1,1100000
21,0,0,78,2,0,32,"CAN",1994,NA,70,"Troy Stecher","D","R",186,9,23,0.2948,0,2,1,1,24.5512,0.019,105,1195.0128,0,0,0,96,32,42,91,"VAN",2.325,2325000
10,0.2727,1,64,7,0,14,"CHE",1993,3,70,"Sven Andrighetto","R","L",188,10,17,0.2656,0,0,0,0,14.5312,0.0736,95,664.1093,1,1,1,32,18,22,29,"COL",1.55,1400000
8,0,1,52,5,0,40,"USA",1993,1,76,"Connor Murphy","D","R",212,12,13,0.25,0,0,0,0,26,0.0595,84,1169.3269,1,0,0,91,48,14,119,"CHI",4.5,3850000
5,0,1,71,2,0,64,"USA",1993,5,74,"Nick Seeler","D","L",198,-4,7,0.0985,0,0,0,0,16.4647,0.0298,67,739.9718,1,0,1,116,18,5,78,"MIN",0.675,725000
8,0,1,41,1,0,8,"CZE",1992,NA,71,"Radim Simek","D","L",200,7,9,0.2195,0,0,0,0,20.7317,0.0243,41,912.9756,0,0,1,34,21,14,67,"SJS",0.65,675000
15,0.4532,0,63,4,0,14,"CZE",1995,NA,74,"David Kampf","C","L",188,-6,19,0.3015,0,0,0,0,20.0158,0.0555,72,835.2222,0,1,1,30,6,31,39,"CHI",0.925,925000
21,0.3921,0,82,8,0,16,"CAN",1994,6,72,"Connor Brown","R","R",183,11,29,0.3536,0,1,0,3,19.9024,0.0941,85,827.5243,1,1,0,37,17,31,35,"TOR",2.1,2100000
7,0,0,39,0,0,35,"USA",1987,NA,74,"Kevan Miller","D","R",210,8,7,0.1794,0,0,0,0,23.5641,0,32,1064.7179,0,0,0,79,20,18,73,"BOS",2.5,2500000
12,0,1,81,2,0,52,"USA",1992,1,76,"Derek Forbort","D","L",219,-13,14,0.1728,0,0,0,0,25.6172,0.0266,75,1244.5185,1,0,1,139,78,15,105,"LAK",2.25,2525000
3,0,0,36,0,0,4,"USA",1992,5,76,"Kevin Gravel","D","L",211,-2,3,0.0833,0,0,0,0,20.8888,0,44,882.5555,1,0,1,53,18,7,31,"EDM",0.7,7e+05
6,0,0,44,1,0,38,"CAN",1987,NA,73,"Matt Irwin","D","L",207,5,7,0.159,0,0,0,0,15.5681,0.02,50,677.7272,0,0,1,37,13,8,80,"NSH",0.65,675000
8,0.4375,1,80,11,0,6,"SWE",1991,1,75,"Magnus Paajarvi","L","L",206,-14,19,0.2375,0,0,1,2,18.95,0.0924,119,808.125,1,1,1,67,16,18,65,"OTT",0.9,9e+05
3,0,1,44,4,0,2,"FIN",1993,NA,73,"Markus Hannikainen","L","L",200,-5,7,0.159,0,0,0,0,13.6136,0.0769,52,568.6818,0,1,1,8,1,15,63,"CBJ",0.7,675000
5,0,0,36,4,0,10,"DEU",1992,4,74,"Tom Kuhnhackl","R","L",196,1,9,0.25,0,0,0,1,17.4722,0.1333,30,760.9166,1,1,1,41,16,8,48,"NYI",0.7,7e+05
0,0,0,38,1,0,67,"CAN",1984,NA,74,"Cody McLeod","L","L",204,-13,1,0.0263,0,0,0,0,9.5526,0.0454,22,389.1052,0,1,1,10,1,5,112,"NSH",0.75,750000
18,0,0,80,2,0,21,"USA",1990,5,72,"Nick Jensen","D","R",194,4,20,0.25,0,0,0,1,25.05,0.0212,94,1191.125,1,0,0,105,61,27,82,"WSH",0.825,812500
12,0.4687,3,54,6,0,8,"USA",1992,NA,69,"Austin Czarnik","C","R",170,-1,18,0.3333,0,3,0,0,15.5185,0.0923,65,679.9629,0,1,0,24,15,24,10,"CGY",1.25,1250000
16,0,0,78,5,0,24,"CAN",1994,3,75,"Adam Pelech","D","L",218,22,21,0.2692,0,0,0,0,24.3333,0.0454,110,1117.7692,1,0,1,116,41,37,149,"NYI",1.1,1600000
6,0,0,37,2,0,16,"CZE",1990,NA,75,"Jan Rutta","D","R",200,4,8,0.2162,0,0,0,0,21.2702,0.0476,42,935.5405,0,0,0,30,12,1,24,"TBL",2.25,2250000
17,0,0,79,2,0,23,"SWE",1996,2,73,"Rasmus Andersson","D","R",214,17,19,0.2405,0,2,0,0,20.7468,0.0173,115,962.367,1,0,0,83,45,24,52,"CGY",0.75,755833
9,0.3333,0,62,12,0,16,"CAN",1997,4,73,"Austin Wagner","L","L",185,2,21,0.3387,0,0,0,0,13.3387,0.1791,67,535.7419,1,1,1,9,18,8,142,"LAK",0.7425,759167
14,0.4907,4,72,17,1,16,"FIN",1984,3,72,"Valtteri Filppula","C","L",196,19,31,0.4305,0,0,1,1,19.2916,0.2179,78,856.4861,1,1,1,34,27,36,12,"NYI",2.75,2750000
6,0,1,44,2,0,12,"CAN",1983,2,71,"Trevor Daley","D","L",195,-3,8,0.1818,0,0,1,1,26.2954,0.0425,47,1113.5681,1,0,1,53,43,10,14,"DET",3.3,3166666
4,0.2857,0,34,4,0,20,"FIN",1994,5,76,"Saku Maenalanen","R","L",207,0,8,0.2352,0,0,0,0,14.8823,0.1111,36,565.8529,1,1,1,10,8,12,45,"CAR",0.925,925000
39,0.5091,1,81,9,0,26,"CAN",1994,2,73,"Chris Tierney","C","L",195,-22,48,0.5925,0,10,0,0,21.4444,0.0775,116,1021.8395,1,1,1,54,61,53,30,"OTT",2.9,2937500
4,0.4421,0,42,2,0,29,"SWE",1998,1,73,"Lias Andersson","C","L",190,-13,6,0.1428,0,0,1,1,15.7857,0.0487,41,643.0238,1,1,1,8,12,14,60,"NYR",0.925,894166
5,0,1,38,3,0,10,"SWE",1997,2,72,"Oliver Kylington","D","L",183,3,8,0.2105,0,0,0,0,16.6578,0.1428,21,745.3157,1,0,1,41,32,13,11,"CGY",0.7,730833
7,0.4574,2,58,7,0,20,"SWE",1997,1,73,"Joel Eriksson Ek","C","L",208,-7,14,0.2413,0,0,0,0,18.5517,0.063,111,810.4655,1,1,1,24,9,18,117,"MIN",0.8325,894167
4,0,0,53,1,0,89,"CAN",1989,5,73,"Mark Borowiecki","D","L",207,-12,5,0.0943,0,0,0,0,22.9056,0.0169,59,934.2075,1,0,1,93,26,14,212,"OTT",1.2,1200000
20,0,0,76,3,0,20,"USA",1991,2,76,"Brian Dumoulin","D","L",207,31,23,0.3026,0,0,0,4,27.7631,0.0303,99,1261.5131,1,0,1,129,51,39,141,"PIT",4.1,4100000
10,0,0,53,1,0,17,"CHE",1995,1,75,"Mirco Mueller","D","L",210,-3,11,0.2075,0,0,0,0,24,0.0256,39,1084.3207,1,0,1,61,35,22,75,"NJD",0.925,850000
21,0,0,82,1,0,61,"CAN",1990,NA,76,"Brenden Dillon","D","L",225,19,22,0.2682,0,0,1,1,21.8536,0.014,71,1064.5853,0,0,1,78,38,16,202,"SJS",3.9,3270000
6,0,0,38,0,0,6,"SWE",1995,2,76,"Carl Dahlstrom","D","L",231,9,6,0.1578,0,0,0,1,25.3421,0,42,1116.2631,1,0,1,35,29,9,33,"CHI",0.8175,750833
13,0.5566,1,78,10,0,15,"USA",1989,NA,71,"Luke Glendening","C","R",192,2,23,0.2948,0,0,1,3,23.3076,0.098,102,947.3205,0,1,0,102,25,23,198,"DET",2,1800000
10,0,1,74,2,0,18,"CAN",1982,6,74,"Deryk Engelland","D","R",214,-3,12,0.1621,0,0,0,0,23.5135,0.019,105,1192.6621,1,0,0,152,24,26,165,"VEG",1.5,1500000
12,0.35,1,66,8,0,26,"SWE",1991,6,73,"Jesper Fast","R","R",192,-3,20,0.303,0,0,0,0,21.5151,0.1,80,943.2272,1,1,0,47,24,25,120,"NYR",1.85,1850000
7,0.45,1,76,12,0,51,"USA",1991,5,72,"Chris Wagner","R","R",198,3,19,0.25,0,0,0,0,18.0657,0.0888,135,807.1578,1,1,0,38,21,21,247,"BOS",1.25,1250000
13,0.2941,1,70,13,0,26,"CAN",1997,4,73,"Mathieu Joseph","R","L",190,5,26,0.3714,0,0,0,2,16.3714,0.1368,95,681.5142,1,1,1,14,24,28,129,"TBL",0.7425,728333
9,0,0,45,1,0,4,"SWE",1994,7,72,"Christian Djoos","D","L",169,9,10,0.2222,0,0,0,0,17.3777,0.0303,33,814.2888,1,0,1,28,22,10,18,"WSH",0.65,650000
8,0,1,76,2,0,87,"CAN",1992,1,77,"Erik Gudbranson","D","R",217,-20,10,0.1315,0,0,0,1,24.6052,0.0212,94,1093.8421,1,0,0,84,31,10,184,"PIT",4.5,4e+06
17,0.1428,3,82,20,1,62,"RUS",2000,1,74,"Andrei Svechnikov","R","L",195,0,37,0.4512,0,5,0,0,20.5487,0.1058,189,878.8048,1,1,1,26,63,34,123,"CAR",0.925,925000
4,0,0,53,3,0,14,"RUS",1992,NA,74,"Igor Ozhiganov","D","R",210,0,7,0.132,0,0,0,0,19.1698,0.0697,43,840.9056,0,0,0,48,34,11,57,"TOR",0.925,925000
7,0,0,44,0,0,15,"USA",1993,7,71,"Joakim Ryan","D","L",185,-1,7,0.159,0,0,0,0,16.1363,0,35,766.4545,1,0,1,39,9,11,43,"SJS",0.65,650000
5,0,0,67,1,0,53,"CAN",1985,1,76,"Dion Phaneuf","D","L",222,-21,6,0.0895,0,0,0,0,21.194,0.0125,80,899.9402,1,0,1,79,30,6,128,"LAK",4.875,5250000
7,0,0,70,7,0,75,"RUS",1995,1,77,"Nikita Zadorov","D","L",230,19,14,0.2,0,0,0,0,21.2428,0.07,100,1032.2285,1,0,1,67,32,21,228,"COL",2.2,2150000
17,0,0,82,3,0,44,"SWE",1992,1,75,"Adam Larsson","D","R",208,-28,20,0.2439,0,0,0,1,27.3536,0.0256,117,1297.3902,1,0,0,128,68,25,256,"EDM",4.85,4166666
22,1,2,73,7,0,24,"USA",1994,3,75,"Brett Pesce","D","R",206,35,29,0.3972,0,0,0,2,25.0136,0.0714,98,1229.4657,1,0,0,131,30,54,53,"CAR",4.025,4025000
9,0.6212,1,68,8,0,18,"CZE",1992,NA,75,"Tomas Nosek","L","L",210,-10,17,0.25,0,0,1,1,15.5147,0.0689,116,748.25,0,1,1,23,14,32,75,"VEG",0.9625,962500
22,0,3,80,9,0,63,"USA",1990,1,80,"Tyler Myers","D","R",229,11,31,0.3875,0,7,1,2,22.575,0.0576,156,1220.8125,1,0,0,99,63,32,97,"WPG",3,5500000
4,0,0,31,2,0,14,"CAN",1994,1,74,"Slater Koekkoek","D","L",193,4,6,0.1935,0,0,0,0,21.129,0.0555,36,949.9032,1,0,1,48,7,4,54,"CHI",0.865,865000
8,0,0,77,1,0,69,"CZE",1986,6,74,"Roman Polak","D","R",240,6,9,0.1168,0,0,0,0,24.3896,0.0129,77,1150.0909,1,0,0,152,49,18,191,"DAL",1.3,1300000
11,0,0,81,3,0,18,"RUS",1991,NA,74,"Nikita Zaitsev","D","R",193,2,14,0.1728,0,0,0,0,26.4814,0.0422,71,1228.4197,0,0,0,151,79,18,139,"TOR",4.5,4500000
9,0.4596,1,44,3,0,9,"USA",1987,1,73,"Trevor Lewis","C","R",202,-9,12,0.2727,0,0,0,0,19.5909,0.0344,87,841.3636,1,1,0,25,12,12,53,"LAK",2,2e+06
9,0.5472,0,76,6,0,6,"FRA",1985,NA,72,"Pierre-Edouard Bellemare","C","L",198,2,15,0.1973,0,0,2,2,15.7368,0.0555,108,745.7894,0,1,1,51,23,38,71,"VEG",1.45,1450000
19,0.3846,0,81,6,0,24,"SWE",1992,3,73,"Mattias Janmark","C","L",195,-4,25,0.3086,0,1,0,1,21.9012,0.0571,105,912.9876,1,1,1,44,36,30,28,"DAL",2.3,2300000
4,0.2857,0,37,3,0,8,"FIN",1993,2,71,"Miikka Salomaki","R","L",203,5,7,0.1891,0,0,0,0,14.5945,0.0588,51,627.3513,1,1,1,20,5,6,72,"NSH",0.75,750000
13,0.5261,0,68,5,0,8,"USA",1991,NA,72,"Ryan Carpenter","C","R",200,-6,18,0.2647,0,0,1,2,15.8676,0.049,102,756.9411,0,1,0,17,17,30,126,"VEG",0.65,650000
11,0.5369,0,70,3,0,12,"CAN",1995,1,77,"Frederik Gauthier","C","L",235,3,14,0.2,0,0,0,0,12.3857,0.0652,46,501.9142,1,1,1,28,12,12,98,"TOR",0.65,675000
8,0,0,57,4,0,45,"CAN",1992,1,79,"Jamie Oleksiak","D","L",255,5,12,0.2105,0,0,0,0,20.614,0.0727,55,883.8947,1,0,1,59,38,10,135,"DAL",1.95,2137500
5,0.5012,1,53,3,0,16,"CAN",1994,NA,73,"Colby Cave","C","L",200,-5,8,0.1509,0,0,0,0,17.1509,0.0517,58,738.7735,0,1,1,18,12,22,73,"EDM",0.65,675000
4,0.3902,0,54,4,0,15,"CAN",1992,2,72,"Devante Smith-Pelly","R","R",223,-6,8,0.1481,0,0,0,0,14.4074,0.0666,60,651.2407,1,1,0,36,9,7,78,"WSH",1,1e+06
7,0,0,71,2,0,37,"USA",1984,NA,73,"Ben Lovejoy","D","R",205,-1,9,0.1267,0,0,0,0,22.6478,0.021,95,1025.183,0,0,0,118,38,23,76,"DAL",2.75,2666667
4,0.526,1,80,13,0,80,"CAN",1993,4,73,"Cedric Paquette","C","L",198,7,17,0.2125,0,0,2,2,17.5,0.1494,87,720.2,1,1,1,61,12,21,269,"TBL",1,1e+06
17,0.4195,2,74,14,0,22,"SWE",1994,3,75,"Oskar Sundqvist","C","R",209,-1,31,0.4189,0,1,1,2,18.7027,0.1238,113,829.1216,1,1,0,31,10,41,101,"STL",0.7,7e+05
8,0.4962,2,72,6,0,47,"USA",1991,NA,70,"Noel Acciari","C","R",205,-3,14,0.1944,0,0,0,0,17.1944,0.0606,99,779.1527,0,1,0,36,13,35,221,"BOS",0.75,725000
9,0,0,42,1,0,8,"CAN",1990,1,72,"Michael Del Zotto","D","L",201,-2,10,0.238,0,0,0,0,22.0238,0.0222,45,1021.7142,1,0,1,53,22,7,129,"STL",2.25,2250000
5,0.4107,0,41,3,0,28,"USA",1993,1,73,"Stefan Noesen","R","R",205,-19,8,0.1951,0,0,0,0,16.439,0.0468,64,763.9268,1,1,0,21,9,17,95,"NJD",1.725,1725000
